# Baseline configuration
out_dir = 'out-shakespeare-max-iters-2k'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'shakespeare-max-iters-2k'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 2000 # changed
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 1580: loss 1.2066, time 290.07ms, mfu 1.21%
iter 1590: loss 1.1919, time 290.32ms, mfu 1.21%
iter 1600: loss 1.1932, time 315.08ms, mfu 1.21%
iter 1610: loss 1.2405, time 291.92ms, mfu 1.22%
iter 1620: loss 1.1831, time 290.06ms, mfu 1.22%
iter 1630: loss 1.2061, time 299.04ms, mfu 1.23%
iter 1640: loss 1.2087, time 292.15ms, mfu 1.23%
iter 1650: loss 1.1766, time 293.02ms, mfu 1.24%
iter 1660: loss 1.2159, time 321.46ms, mfu 1.23%
iter 1670: loss 1.1930, time 291.18ms, mfu 1.23%
iter 1680: loss 1.1983, time 294.99ms, mfu 1.24%
iter 1690: loss 1.1992, time 293.15ms, mfu 1.24%
iter 1700: loss 1.1814, time 290.50ms, mfu 1.24%
iter 1710: loss 1.1784, time 291.42ms, mfu 1.25%
iter 1720: loss 1.1826, time 296.35ms, mfu 1.25%
iter 1730: loss 1.1985, time 339.94ms, mfu 1.23%
iter 1740: loss 1.1700, time 294.92ms, mfu 1.24%
step 1750: train loss 1.1038, val loss 1.4688
saving checkpoint to out-shakespeare-max-iters-2k
iter 1750: loss 1.1859, time 41342.59ms, mfu 1.11%
iter 1760: loss 1.1850, time 295.09ms, mfu 1.13%
iter 1770: loss 1.1957, time 294.92ms, mfu 1.14%
iter 1780: loss 1.1934, time 294.22ms, mfu 1.15%
iter 1790: loss 1.1913, time 294.19ms, mfu 1.17%
iter 1800: loss 1.1827, time 293.77ms, mfu 1.18%
iter 1810: loss 1.1673, time 297.13ms, mfu 1.18%
iter 1820: loss 1.1667, time 297.55ms, mfu 1.19%
iter 1830: loss 1.1625, time 297.09ms, mfu 1.20%
iter 1840: loss 1.1646, time 293.93ms, mfu 1.20%
iter 1850: loss 1.1606, time 293.81ms, mfu 1.21%
iter 1860: loss 1.1789, time 295.03ms, mfu 1.22%
iter 1870: loss 1.1369, time 293.95ms, mfu 1.22%
iter 1880: loss 1.1782, time 294.90ms, mfu 1.23%
iter 1890: loss 1.1823, time 295.18ms, mfu 1.23%
iter 1900: loss 1.1346, time 290.98ms, mfu 1.23%
iter 1910: loss 1.1649, time 295.75ms, mfu 1.24%
iter 1920: loss 1.1739, time 294.75ms, mfu 1.24%
iter 1930: loss 1.1430, time 295.26ms, mfu 1.24%
iter 1940: loss 1.1222, time 295.03ms, mfu 1.24%
iter 1950: loss 1.1414, time 295.16ms, mfu 1.25%
iter 1960: loss 1.1535, time 294.88ms, mfu 1.25%
iter 1970: loss 1.1508, time 294.27ms, mfu 1.25%
iter 1980: loss 1.1458, time 295.36ms, mfu 1.25%
iter 1990: loss 1.1504, time 295.33ms, mfu 1.25%
step 2000: train loss 1.0569, val loss 1.4814
iter 2000: loss 1.1264, time 41749.62ms, mfu 1.13%
