Overriding config with config/train_shakespeare_char_run4_2layers.py:
# Baseline configuration
out_dir = 'out-shakespeare-2layers'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = '2-layers'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 2 # changed
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 3.57M
num decayed parameter tensors: 10, with 3,662,208 parameters
num non-decayed parameter tensors: 5, with 1,920 parameters
using fused AdamW: False
iter 3030: loss 1.3175, time 103.75ms, mfu 1.12%
iter 3040: loss 1.2752, time 103.73ms, mfu 1.13%
iter 3050: loss 1.2677, time 102.49ms, mfu 1.13%
iter 3060: loss 1.3082, time 102.70ms, mfu 1.14%
iter 3070: loss 1.2659, time 102.60ms, mfu 1.15%
iter 3080: loss 1.3096, time 102.47ms, mfu 1.16%
iter 3090: loss 1.2859, time 102.92ms, mfu 1.16%
iter 3100: loss 1.2847, time 102.60ms, mfu 1.17%
iter 3110: loss 1.2575, time 102.54ms, mfu 1.17%
iter 3120: loss 1.2665, time 102.74ms, mfu 1.18%
iter 3130: loss 1.2833, time 102.56ms, mfu 1.18%
iter 3140: loss 1.2788, time 102.59ms, mfu 1.18%
iter 3150: loss 1.3065, time 102.93ms, mfu 1.19%
iter 3160: loss 1.2953, time 102.76ms, mfu 1.19%
iter 3170: loss 1.2792, time 102.21ms, mfu 1.19%
iter 3180: loss 1.3141, time 103.92ms, mfu 1.19%
iter 3190: loss 1.3021, time 102.28ms, mfu 1.20%
iter 3200: loss 1.2808, time 102.55ms, mfu 1.20%
iter 3210: loss 1.2493, time 102.43ms, mfu 1.20%
iter 3220: loss 1.3081, time 102.67ms, mfu 1.20%
iter 3230: loss 1.2727, time 102.45ms, mfu 1.20%
iter 3240: loss 1.2681, time 102.28ms, mfu 1.20%
step 3250: train loss 1.1597, val loss 1.5201
iter 3250: loss 1.2594, time 14561.58ms, mfu 1.09%
iter 3260: loss 1.3011, time 103.05ms, mfu 1.10%
iter 3270: loss 1.2676, time 101.40ms, mfu 1.11%
iter 3280: loss 1.2842, time 103.07ms, mfu 1.12%
iter 3290: loss 1.2552, time 101.92ms, mfu 1.13%
iter 3300: loss 1.2619, time 102.64ms, mfu 1.14%
iter 3310: loss 1.2736, time 102.63ms, mfu 1.15%
iter 3320: loss 1.2753, time 102.19ms, mfu 1.15%
iter 3330: loss 1.2831, time 102.35ms, mfu 1.16%
iter 3340: loss 1.2653, time 102.60ms, mfu 1.17%
iter 3350: loss 1.2983, time 102.49ms, mfu 1.17%
iter 3360: loss 1.2521, time 102.69ms, mfu 1.18%
iter 3370: loss 1.2837, time 102.32ms, mfu 1.18%
iter 3380: loss 1.2613, time 102.74ms, mfu 1.18%
iter 3390: loss 1.3094, time 102.17ms, mfu 1.19%
iter 3400: loss 1.2515, time 102.15ms, mfu 1.19%
iter 3410: loss 1.2662, time 102.33ms, mfu 1.19%
iter 3420: loss 1.2812, time 102.56ms, mfu 1.20%
iter 3430: loss 1.2534, time 102.55ms, mfu 1.20%
iter 3440: loss 1.2530, time 102.67ms, mfu 1.20%
iter 3450: loss 1.2893, time 102.30ms, mfu 1.20%
iter 3460: loss 1.2780, time 101.83ms, mfu 1.20%
iter 3470: loss 1.2474, time 102.33ms, mfu 1.21%
iter 3480: loss 1.2507, time 102.18ms, mfu 1.21%
iter 3490: loss 1.2616, time 102.64ms, mfu 1.21%
step 3500: train loss 1.1453, val loss 1.5036
saving checkpoint to out-shakespeare-2layers
iter 3500: loss 1.2835, time 14602.16ms, mfu 1.09%
iter 3510: loss 1.2523, time 100.82ms, mfu 1.10%
iter 3520: loss 1.2576, time 102.52ms, mfu 1.11%
iter 3530: loss 1.2571, time 102.31ms, mfu 1.12%
iter 3540: loss 1.2503, time 102.57ms, mfu 1.13%
iter 3550: loss 1.2403, time 102.15ms, mfu 1.14%
iter 3560: loss 1.2376, time 102.89ms, mfu 1.15%
iter 3570: loss 1.2510, time 102.55ms, mfu 1.16%
iter 3580: loss 1.2716, time 102.37ms, mfu 1.16%
iter 3590: loss 1.2814, time 102.00ms, mfu 1.17%
iter 3600: loss 1.2713, time 103.00ms, mfu 1.17%
iter 3610: loss 1.2425, time 103.02ms, mfu 1.18%
iter 3620: loss 1.2558, time 102.62ms, mfu 1.18%
iter 3630: loss 1.2608, time 102.13ms, mfu 1.18%
iter 3640: loss 1.2209, time 102.41ms, mfu 1.19%
iter 3650: loss 1.2797, time 101.90ms, mfu 1.19%
iter 3660: loss 1.2914, time 102.09ms, mfu 1.19%
iter 3670: loss 1.2385, time 102.47ms, mfu 1.20%
iter 3680: loss 1.2679, time 102.64ms, mfu 1.20%
iter 3690: loss 1.2272, time 102.11ms, mfu 1.20%
iter 3700: loss 1.2776, time 102.69ms, mfu 1.20%
iter 3710: loss 1.2415, time 101.95ms, mfu 1.20%
iter 3720: loss 1.2842, time 102.95ms, mfu 1.21%
iter 3730: loss 1.2738, time 102.97ms, mfu 1.21%
