Overriding config with config/train_shakespeare_char_run2.py:
# Baseline configuration
out_dir = 'out-shakespeare-run2'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'run2'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.0 # changed to 0.0
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 1530: loss 0.7566, time 258.72ms, mfu 1.32%
iter 1540: loss 0.6923, time 258.68ms, mfu 1.33%
iter 1550: loss 0.7129, time 260.13ms, mfu 1.34%
iter 1560: loss 0.7038, time 288.70ms, mfu 1.34%
iter 1570: loss 0.7209, time 268.12ms, mfu 1.34%
iter 1580: loss 0.6845, time 268.46ms, mfu 1.35%
iter 1590: loss 0.6514, time 262.90ms, mfu 1.35%
iter 1600: loss 0.6834, time 258.90ms, mfu 1.36%
iter 1610: loss 0.6880, time 259.14ms, mfu 1.37%
iter 1620: loss 0.6405, time 256.07ms, mfu 1.38%
iter 1630: loss 0.6613, time 258.18ms, mfu 1.38%
iter 1640: loss 0.6432, time 258.59ms, mfu 1.39%
iter 1650: loss 0.6281, time 259.77ms, mfu 1.39%
iter 1660: loss 0.6376, time 259.10ms, mfu 1.40%
iter 1670: loss 0.6088, time 257.09ms, mfu 1.40%
iter 1680: loss 0.6296, time 259.67ms, mfu 1.41%
iter 1690: loss 0.6113, time 261.62ms, mfu 1.41%
iter 1700: loss 0.6294, time 256.98ms, mfu 1.41%
iter 1710: loss 0.5995, time 259.48ms, mfu 1.42%
iter 1720: loss 0.5944, time 259.70ms, mfu 1.42%
iter 1730: loss 0.5657, time 268.77ms, mfu 1.41%
iter 1740: loss 0.5668, time 268.41ms, mfu 1.41%
step 1750: train loss 0.5650, val loss 2.1056
iter 1750: loss 0.5682, time 42166.51ms, mfu 1.27%
iter 1760: loss 0.5438, time 260.38ms, mfu 1.29%
iter 1770: loss 0.5776, time 262.07ms, mfu 1.30%
iter 1780: loss 0.5481, time 261.11ms, mfu 1.31%
iter 1790: loss 0.5594, time 255.84ms, mfu 1.33%
iter 1800: loss 0.5467, time 266.91ms, mfu 1.33%
iter 1810: loss 0.5409, time 263.71ms, mfu 1.34%
iter 1820: loss 0.4934, time 259.51ms, mfu 1.35%
iter 1830: loss 0.4810, time 260.04ms, mfu 1.36%
iter 1840: loss 0.4885, time 261.50ms, mfu 1.37%
iter 1850: loss 0.4685, time 262.60ms, mfu 1.37%
iter 1860: loss 0.4647, time 262.64ms, mfu 1.38%
iter 1870: loss 0.4973, time 260.81ms, mfu 1.38%
iter 1880: loss 0.5273, time 260.60ms, mfu 1.39%
iter 1890: loss 0.4659, time 259.50ms, mfu 1.39%
iter 1900: loss 0.4411, time 259.62ms, mfu 1.40%
iter 1910: loss 0.4557, time 259.53ms, mfu 1.40%
iter 1920: loss 0.4632, time 261.23ms, mfu 1.40%
iter 1930: loss 0.4206, time 260.36ms, mfu 1.41%
iter 1940: loss 0.3827, time 270.32ms, mfu 1.40%
iter 1950: loss 0.4212, time 262.62ms, mfu 1.40%
iter 1960: loss 0.4049, time 265.32ms, mfu 1.40%
iter 1970: loss 0.4368, time 266.91ms, mfu 1.40%
iter 1980: loss 0.4180, time 263.40ms, mfu 1.40%
iter 1990: loss 0.4149, time 266.41ms, mfu 1.40%
step 2000: train loss 0.3950, val loss 2.4036
iter 2000: loss 0.3654, time 41874.66ms, mfu 1.26%
iter 2010: loss 0.3650, time 262.31ms, mfu 1.28%
iter 2020: loss 0.3514, time 260.31ms, mfu 1.30%
iter 2030: loss 0.3993, time 259.53ms, mfu 1.31%
iter 2040: loss 0.3806, time 260.32ms, mfu 1.32%
iter 2050: loss 0.3870, time 260.85ms, mfu 1.33%
iter 2060: loss 0.3415, time 259.02ms, mfu 1.34%
iter 2070: loss 0.3701, time 259.48ms, mfu 1.35%
iter 2080: loss 0.3644, time 260.74ms, mfu 1.36%
iter 2090: loss 0.3455, time 258.71ms, mfu 1.37%
iter 2100: loss 0.3839, time 259.39ms, mfu 1.37%
iter 2110: loss 0.3587, time 259.15ms, mfu 1.38%
iter 2120: loss 0.3600, time 259.94ms, mfu 1.39%
iter 2130: loss 0.3440, time 257.72ms, mfu 1.39%
iter 2140: loss 0.3303, time 259.55ms, mfu 1.40%
iter 2150: loss 0.3310, time 259.39ms, mfu 1.40%
iter 2160: loss 0.3266, time 259.94ms, mfu 1.40%
iter 2170: loss 0.3133, time 258.90ms, mfu 1.41%
iter 2180: loss 0.3105, time 258.99ms, mfu 1.41%
iter 2190: loss 0.3149, time 259.69ms, mfu 1.41%
iter 2200: loss 0.2962, time 259.07ms, mfu 1.42%
iter 2210: loss 0.3198, time 259.16ms, mfu 1.42%
iter 2220: loss 0.3046, time 258.90ms, mfu 1.42%
iter 2230: loss 0.3122, time 258.84ms, mfu 1.42%
iter 2240: loss 0.2904, time 260.13ms, mfu 1.42%
step 2250: train loss 0.2882, val loss 2.7392
iter 2250: loss 0.2895, time 41129.27ms, mfu 1.28%
iter 2260: loss 0.2815, time 259.57ms, mfu 1.30%
iter 2270: loss 0.2777, time 265.15ms, mfu 1.31%
iter 2280: loss 0.2809, time 259.99ms, mfu 1.32%
iter 2290: loss 0.3008, time 264.55ms, mfu 1.33%
iter 2300: loss 0.2928, time 277.45ms, mfu 1.33%
iter 2310: loss 0.2575, time 259.18ms, mfu 1.34%
iter 2320: loss 0.2642, time 260.41ms, mfu 1.35%
iter 2330: loss 0.2768, time 259.83ms, mfu 1.36%
iter 2340: loss 0.2676, time 258.94ms, mfu 1.37%
iter 2350: loss 0.2594, time 259.18ms, mfu 1.37%
iter 2360: loss 0.2619, time 259.17ms, mfu 1.38%
iter 2370: loss 0.2661, time 259.19ms, mfu 1.39%
iter 2380: loss 0.2459, time 258.99ms, mfu 1.39%
iter 2390: loss 0.2454, time 258.39ms, mfu 1.40%
iter 2400: loss 0.2413, time 258.65ms, mfu 1.40%
iter 2410: loss 0.2348, time 261.00ms, mfu 1.40%
iter 2420: loss 0.2335, time 258.36ms, mfu 1.41%
iter 2430: loss 0.2298, time 259.26ms, mfu 1.41%
iter 2440: loss 0.2320, time 285.48ms, mfu 1.40%
iter 2450: loss 0.2340, time 279.88ms, mfu 1.39%
iter 2460: loss 0.2303, time 261.05ms, mfu 1.40%
iter 2470: loss 0.2330, time 264.40ms, mfu 1.40%
iter 2480: loss 0.2316, time 259.60ms, mfu 1.40%
iter 2490: loss 0.2180, time 258.84ms, mfu 1.41%
step 2500: train loss 0.2185, val loss 3.0092
iter 2500: loss 0.2168, time 42311.77ms, mfu 1.27%
iter 2510: loss 0.2226, time 265.67ms, mfu 1.28%
iter 2520: loss 0.1947, time 262.37ms, mfu 1.29%
iter 2530: loss 0.2081, time 320.58ms, mfu 1.28%
iter 2540: loss 0.2156, time 287.75ms, mfu 1.28%
iter 2550: loss 0.2149, time 250.80ms, mfu 1.30%
iter 2560: loss 0.2111, time 260.10ms, mfu 1.32%
iter 2570: loss 0.2116, time 295.25ms, mfu 1.31%
iter 2580: loss 0.2105, time 260.45ms, mfu 1.32%
iter 2590: loss 0.2028, time 257.66ms, mfu 1.33%
iter 2600: loss 0.2263, time 268.89ms, mfu 1.34%
iter 2610: loss 0.2060, time 258.50ms, mfu 1.35%
iter 2620: loss 0.1959, time 261.41ms, mfu 1.36%
iter 2630: loss 0.1951, time 265.09ms, mfu 1.36%
iter 2640: loss 0.1898, time 262.87ms, mfu 1.37%
iter 2650: loss 0.1859, time 260.38ms, mfu 1.37%
iter 2660: loss 0.1793, time 261.05ms, mfu 1.38%
iter 2670: loss 0.1867, time 259.61ms, mfu 1.38%
iter 2680: loss 0.1924, time 259.99ms, mfu 1.39%
